,file_name,caption_num,caption,abstract_captions
10,Traffic_Light.wav,caption_1,a group of people is standing on the street near a busy freeway.,"[['People standing near a busy road.', 'Group by a freeway.', 'Individuals near traffic.'], ['Detector device operating and detecting activity.', 'Machine registering activity.', 'Device sensing activity.']]"
11,broken_comms2.wav,caption_1,a radio cycling through stations as it is being repaired.,"[['Radio being repaired and tuning through stations.', 'Fixing a radio with changing channels.', 'Adjusting radio frequencies.'], ['Random electronic sounds.', 'Beeping computer and a dragging voice.', 'Electronic noises and voice recording.']]"
12,wind3.wav,caption_1,air is being forced through a small opening and almost making whistling noises.,"[['Wind making whistling noises.', 'Violent and shrill wind sounds.', 'Loud wind in a corn field.'], ['Whistling wind noises.', 'Shrill wind diminishing.', 'Wind heard from inside.']]"
13,Drinking_Through_Straw.wav,caption_1,"a cold, icy drink is stirred and then sipped through a straw until it is gone.","[['Icy drink being stirred and sipped.', 'A beverage being poured and consumed.', 'Stone objects interacting.'], ['Straw sound in an empty cup.', 'Liquid being consumed with a straw.', 'Objects colliding and rubbing together.']]"
14,the_swarm_v31m3.wav,caption_1,"a built up sound comprised of whining, chirping and other sounds that slowly dies off.","[['Various noises gradually fading away.', 'Chirping and whirring sounds decreasing.', 'A mix of sounds slowly disappearing.'], ['Noisy vacuum cleaner in a small space.', 'Vacuum with loud bearings in confined area.', 'Appliance with noisy components in tight space.']]"
15,Giant_1.wav,caption_1,"a person gurgling, while trying to ape speech patterns, with some soft, occasional metal clanking in the background.","[['Person gurgling and mimicking speech with background metal sounds.', 'Weird noises made by a person with occasional metal clanking.', 'Incomprehensible speech and soft metal clanging.'], ['Person attempting to imitate speech patterns.', 'Strange mouth noises.', 'Unintelligible speaking.']]"
16,dull_metal.wav,caption_1,a person is making noise by tapping their fingernails on a solid surface.,"[['Fingernails tapping on a solid surface.', 'Metal prongs hitting concrete.', 'Tapping metal sticks together.'], ['Tapping noises on a hard surface.', 'Metal objects colliding.', 'Repeated tapping sound.']]"
17,Small_Chain_Clanging.wav,caption_1,a person crunches through dried leaves on the ground.,"[['Walking on dried leaves.', 'Crushing aluminum candy papers.', 'Rattling necklace chain in a cup.'], ['Stepping on leaves.', 'Handling aluminum papers.', 'Necklace chain in a plastic cup.']]"
18,Hitting_Tall_Grass.wav,caption_1,a person slowly clears high growth vegetation outdoors.,"[['Clearing vegetation outdoors.', 'Weeding and trimming process.', 'Outdoor work.'], ['Removing high growth plants.', 'Forceful weeding activity.', 'Handling rocks and sand outdoors.']]"
19,Thunder_Storm_Daytona_3.wav,caption_1,a clap of thunder coupled with the running water.,"[['Thunder and rain sounds in nature.', 'Forest ambience with wind and storm.', 'Nature sounds during a storm.'], ['Thunderclap and running water.', 'Windy forest with plants being blown.', 'Drizzling rain with roaring thunder.']]"
20,smoking_in_car.wav,caption_1,a person trying to use a lighter multiple times to light a cigarette and then inhaling and coughing.,"[['Lighting a cigarette and coughing.', 'Using a lighter and inhaling smoke.', 'Cigarette ignition and coughing.'], ['Struggling to light a cigarette and coughing.', 'Attempting to light a cigarette and coughing.', 'Cigarette lighting, inhaling, and coughing.']]"
21,Huston_we_have_a_problem_(before_&amp;_after_cleaning).wav,caption_1,a female voice communicates over a static walkie-talkie.,"[['Walkie-talkie communication.', 'Radio conversation between individuals.', 'Wireless dialogue.'], ['People using walkie-talkies.', 'Individuals conversing via radio.', 'Talking through radio devices.']]"
22,Subping03.wav,caption_1,a bell sound rings and echoes and slowly returns.,"[['Bell sound echoing.', 'Mechanical beeping similar to radar.', 'Sonar sound fading and restarting.'], ['Bell ringing and returning.', 'Quiet mechanical reading.', 'Soft mechanical bleep reminiscent of radar.']]"
23,Geroezemoes.wav,caption_1,"a great number of people of all sorts of ages converse with each other, including a small child.","[['Various people conversing in a social setting.', 'Group of people having breakfast together.', 'Crowd engaged in conversation.'], ['People of different ages communicating.', 'Breakfast gathering in cafeteria.', 'Multiple people speaking and shouting.']]"
24,paper01.wav,caption_1,a book being flipped through over and over.,"[['Flipping through a book repeatedly.', 'Emphasizing the movement of paper.', 'Large paper pages being turned.'], ['Page turning in a book.', 'Paper movement in a book.', 'Handling a book with big pages.']]"
25,"Crowd_ambience,_eating_popcorn.wav",caption_1,"a short distance away, a group of people engage in indistinguishable chatter.","[['Group of people talking in the background.', 'Crowd chatter in a public space.', 'Indistinct conversations among people.'], ['Bustling crowd chatter over time.', 'People discussing in a large hall.', 'Ongoing crowd conversation.']]"
26,"Walking_in_a_park,_on_gravel_(wind)_-_Athens_National_Botanical_Garden.wav",caption_1,"a person was walking on a sidewalk adjacent to a school, where children were playing on the playground.","[['Person walking near a playground.', 'Wind blowing, metal clanking, and children playing.', 'Laundromat sounds and spinning clothes.'], ['Sidewalk walking near playing children.', 'Background sounds of wind and children.', 'Observing clothes in a dryer.']]"
27,Cicadas_and_birds_in_a_hot_summer_noon.wav,caption_1,animals and insects are making their usual sounds in a meadow.,"[['Nature sounds with background conversation.', 'Birds chirping in a natural setting.', 'Various birdsongs in a meadow.'], ['Outdoor ambiance including birds and river.', 'Forest scene with bird sounds.', 'Jungle ambiance with chirping birds and river.']]"
28,150209_Trevor_Webb_Beard_Trimming.wav,caption_1,a hair trimmer being used to cut hair.,"[['Hair trimming with an electric device.', 'Using a hair trimmer for a haircut.', 'Electric razor cutting hair.'], ['A device cutting through hair.', 'Hair grooming with an electric tool.', 'Trimming hair with a buzzing tool.']]"
29,160718_HSN_boy_on_tricycle_passing_by.wav,caption_1,a lot of noise is coming from a factory engine.,"[['Factory or shredding machine noise.', 'Paper or card being shredded.', 'Noisy mechanical process.'], ['Industrial engine sound.', 'Paper shredding.', 'Remote control car activity.']]"
30,remix_of_130879__frederic-font__05-hang-song-1.wav,caption_1,an upbeat melody of music is repeatedly playing.,"[['Upbeat melody with rhythmic beat.', 'Steady musical tune.', 'Instrument playing at constant rate.'], ['Repeating melody and rhythm.', 'Multiple phase music.', 'Constant tune and tempo.']]"
31,fridaynight.wav,caption_1,a siren sounds in the distance as heavy traffic rumbles by and a street performer starts playing.,"[['Siren, traffic, and street performance.', 'Instrument playing amidst traffic noise.', 'Urban scene with music and traffic.'], ['Distant siren, heavy traffic, and music.', 'Street performer and traffic sounds.', 'City ambience with musician and vehicle sounds.']]"
32,ClockTicking.wav,caption_1,a machine is making a loud clicking noise.,"[['Loud clicking sound from a machine.', 'Pendulum ticking and moving.', 'Mechanical device making noise.'], ['Clicking noise produced by a machine.', 'Tick-tock of a pendulum.', 'Audible mechanical movement.']]"
33,opening_and_closing_a_loft_door.wav,caption_1,"a man moves from the basement to upstairs, moving a heavy metal object with him.","[['Moving heavy object between floors.', 'Person walking with a heavy metal item.', 'Heavy object being relocated.'], ['Heavy door or object being opened.', 'Person opening heavy screen door.', 'Garage door closing and walking upstairs.']]"
34,Breaking_Glass_.wav,caption_1,"a person shatters multiple glass objects, and then bangs on things.","[['Shattering glass objects and banging sounds.', 'Loud breaking of glass materials.', 'Destruction of glass items.'], ['Breaking plates and crashing sounds.', 'Dropping and breaking dishes.', 'Glass shattering and objects falling.']]"
35,Dog_splashing_in_a_lake.wav,caption_1,"a dog jumped into the water and swim and then came out panting, it shook its body.","[['Dog swimming and shaking off water.', 'A dog enters water and comes out panting.', 'Pet playing in the pool.'], ['Dog jumps in pool and shakes afterwards.', 'Animal swims and shakes off water.', 'Canine enjoying water activity.']]"
36,DOOR_sliding_fthrll.wav,caption_1,a loud foot stomp interrupts the rhythmic use of the old adding machine.,"[['Old machine and foot stomp sounds.', 'Mechanical device and thuds.', 'Adding machine and floor strike.'], ['Machine clattering and footstep.', 'Device rattling and thuds.', 'Hard floor and machine sounds.']]"
37,20130723_Rain1.wav,caption_1,a car honks from the midst of a rainstorm.,"[['Car honking during a rainstorm.', 'Vehicle stopping and honking amidst rain.', 'Rain and honking sounds.'], ['Rainstorm with car honks and yells.', 'Rainfall and vehicles honking.', 'Rainy ambience with honking and shouting.']]"
38,SFX_001.wav,caption_1,beautiful pipe organ music is played before trailing off into silence.,"[['Pipe organ music playing.', 'Instrumental keyboard melody.', 'Electric musical instrument sounds.'], ['Beautiful organ performance.', 'Peaceful keyboard tune.', 'Unknown musical tones.']]"
39,steel_water.wav,caption_1,a person tapping a hollow brass bell indoors.,"[['Tapping a brass bell indoors.', 'Indoor bell sound.', 'Vessel noises.'], ['Bell tapping inside.', 'Creating noise with vessels.', 'Producing sound effects with vessels.']]"
40,Lively_Forest_Stream_(loop).wav,caption_1,a river flows and water trickles down the rocks.,"[['River flowing and water trickling over rocks.', 'Water flowing in a natural environment.', 'Nature sounds of water.'], ['Heavy rain and street flood.', 'Intense rainfall causing flooding.', 'Urban flooding due to rain.']]"
41,Bangles_put_on_arm.wav,caption_1,a crystal and metal big lamp is being hung.,"[['Objects being placed in a glass container.', 'A lamp is being hung.', 'Metallic items being positioned.'], ['Metal balls dropped into a glass bowl.', 'Crystal and metal lamp installation.', 'Distinguished objects put in place.']]"
42,Anti_Air_Gun_(3_Sounds).wav,caption_1,"a gun starts shooting continuously, a second and third gun join in after a few seconds.","[['Multiple guns firing simultaneously.', 'Rapid gunfire sounds.', 'Shooting activity.'], ['Continuous gunshots from multiple sources.', 'Several guns firing in succession.', 'Gunfire audio.']]"
43,City_Ambience_w__Car_Passing_1-2.wav,caption_1,a truck drives down a road before fading into the distance.,"[['Truck moving and fading away.', 'Vehicle driving and disappearing.', 'Engine noises passing by.'], ['A truck on a road journey.', 'Vehicle passing a quiet area.', 'Engine rumbling and fading.']]"
44,Goin_wee_wee.wav,caption_1,a person noisily uses and then flushes a toilet.,"[['Toilet usage and flushing.', 'Restroom sounds.', 'Water closet activity.'], ['Using and flushing a toilet.', 'Noisy toilet use and flush.', 'Water closet use and flush.']]"
45,Car_Driveby_Ford_Fiesta_Puddles-Mud-Gravel.wav,caption_1,a car engine getting louder and tires moving over crunching gravel.,"[['Car engine and tires on gravel.', 'Vehicle moving on a gravel driveway.', 'Car driving on gravel and onto the street.'], ['Vehicle on gravel gaining speed.', 'Car maneuvering on gravel driveway.', 'Car driving away on gravel.']]"
46,Baby_crying_slowed_down.wav,caption_1,"a creature grunts like human, mumbles as time progresses.","[['Creature making human-like sounds.', 'Distressed person gasping for air.', 'Human imitating farm animal.'], ['Human-like grunting noises.', 'Struggling person making noises.', 'Poor imitation of animal sounds.']]"
47,driving_buying_beer_on_sunday.wav,caption_1,a guy is speaking with the screaming of a person in the background.,"[['Man speaking with background screams.', 'Man talking while looking at phone and walking.', 'A conversation amidst children yelling.'], ['Person talking with background noises.', 'Man walking and using phone.', 'Foreground voice and background children noises.']]"
48,metro_underground_ambient_noisy_transport_catalan_barcelona_minimal_tickling_glitch.wav,caption_1,a public transport alerts its passengers and states something.,"[['Public transport announcement amidst conversation.', 'Airplane speaker addressing passengers.', 'Electronic voice making an announcement.'], ['Alert in a public vehicle with background talking.', 'Announcement on transportation system.', 'Warning sound in a public setting.']]"
49,hugeSlidingDoorSlamECM800.wav,caption_1,somebody hammers wood while another opens and shuts a major sliding entryway.,"[['Woodworking with the sound of a sliding door.', 'Hammering and door opening/closing.', 'Construction and door sounds.'], ['Tapping on a door with the sound of opening/closing.', 'Knocking and door operations.', 'Door-related sounds.']]"
50,Boa_Constrictor.wav,caption_1,a butane fire roars to live and fades out and then fades back into life.,"[['Butane fire ignites and extinguishes.', 'Welding iron flame activation.', 'Cleaning with a hose.'], ['Fire roars and fades.', 'Welding flame turned on and off.', 'Hose usage for cleaning.']]"
51,bohinj_forestFootsteps.wav,caption_1,a small fire crackling and footsteps of the user in a wooded area.,"[['Fire crackling and footsteps in a forest.', 'Birds chirping with approaching footsteps.', 'Nature sounds with footsteps.'], ['Woodland ambiance with foot movement.', 'Footsteps and bird sounds outdoors.', 'Walking in nature with bird songs.']]"
52,Busy_Coffee_Shop.wav,caption_1,a coffee machine operates as people converse in the background.,"[['Coffee machine running with background conversation.', 'Beverage preparation and people discussing.', 'Cafe ambience and human interaction.'], ['Kitchen appliance in use while people converse.', 'People talking while using a device.', 'Socializing during a kitchen activity.']]"
53,Water_Pour_and_Drink.wav,caption_1,"a person fills up a glass with a beverage, then quickly chugs it and breathes heavily.","[['Pouring a beverage and drinking quickly.', 'A person drinking a liquid quickly.', 'Rapid consumption of a beverage.'], ['Filling glass and chugging liquid.', 'Drinking and panting.', 'Pouring and gulping a drink.']]"
54,outdoors_ambient_windy_wind_leaves_rustle.wav,caption_1,a sizzle pan has some items being scooped inside its cooking oil.,"[['Cooking food in a sizzling pan.', 'Sizzling food on a stove.', 'Grilling steaks.'], ['Frying food with oil.', 'Stove-top cooking.', 'Flipping steaks on a grill.']]"
55,Buddhist_Bells.wav,caption_1,a bell is rung threes times and the ringing fades away between each ring.,"[['Bell ringing three times.', 'Triangle instrument being played.', 'High pitched metal sound.'], ['Three rings with fading sound.', 'Vibrating triangle sound.', 'Repeated metal strikes.']]"
56,kitchen-door.wav,caption_1,a door creaks open and closes followed by footsteps.,"[['Door creaking and footsteps.', 'Squeaky door with someone walking.', 'Creaky door and ambulation.'], ['Opening and closing a noisy door.', 'Checking cupboards with a creaking door.', 'A door sounds and footsteps.']]"
57,cd_load_26sedit.wav,caption_1,a radio is in between stations and playing static.,"[['Radio static and weak stations playing.', 'Tuning a radio with static noises.', 'Radio signals and noise.'], ['Radio in between stations with Morse code.', 'Weak radio stations and Morse code.', 'Static and Morse code from a radio tuner.']]"
58,Sugar_Packet.wav,caption_1,a container of pills are shaken back and forth harshly then at a steady beat then fast and harsh.,"[['Shaking a container of pills with different intensity.', 'Crushing a candy wrapper.', 'Playing with a plastic cover.'], ['Varying speeds of shaking a sugar packet.', 'Handling a plastic product cover.', 'Manipulating a candy wrapper.']]"
59,Heavy_Rain_1.wav,caption_1,a heavy rain storm violently hits the ground.,"[['Heavy rainstorm with thunder.', 'Intense rainfall under shelter.', 'Rain pouring and thunder.'], ['Stormy weather with rain.', 'Sheltered view of heavy rain.', 'Rain and thunder sounds.']]"
60,Steps_Indoor_medium_soft_Shoe_Sole_accompanying_wooden_Floor_hollow_Big_Room_5mx10mx6m.wav,caption_1,a person roams around then they strolls away.,"[['A person walking and moving around.', 'Footsteps on a hard floor.', 'Movement in a hallway.'], ['Individual roaming and strolling.', 'Footsteps and scraping sounds.', 'Pausing in a hallway.']]"
61,Windshield_Wiper.wav,caption_1,"after vigorous cleaning, water is running and a brush is scrubbing.","[['Vigorous cleaning with water and brush.', 'Cleaning using a spraying tool and scraping.', 'Water movement and floor sweeping.'], ['Intense cleaning activity.', 'Using spraying tool for cleaning.', 'Floor cleaning process.']]"
62,Pasta_bag_shuffling.wav,caption_1,packing paper is being loudly crunched by a person.,"[['Loud crunching of packing paper.', 'Folding a bag of chips.', 'Opening a paper bag and placing items inside.'], ['Person crunching packing material.', 'Handling a bag of potato chips.', 'Putting items in a paper bag.']]"
63,Oie_01.wav,caption_1,a duck vigorously squeaking and anther duck joined it.,"[['Ducks communicating with each other.', 'Birds vocalizing and interacting.', 'Avian sounds and interactions.'], ['Duck squeaking and another responding.', 'Goose cawing and engaging others.', 'Bird squawking followed by heavy breathing.']]"
64,cooking_onions.wav,caption_1,a pan with frying food arranged while a boy talks.,"[['Cooking food while a child speaks.', 'Frying activity with conversation.', 'Kitchen scene with dialogue.'], ['Food preparation and a boy talking.', 'Frying process accompanied by speech.', 'Cooking sounds and human voice.']]"
65,trainsounds.wav,caption_1,a faint rumble of machinery is obscured by moving furniture followed by a high pitched squeal.,"[['Machinery rumbling and furniture moving.', 'Wind blowing through corridors and doors.', 'Old train making noises on tracks.'], ['Moving furniture with machinery sounds.', 'Gusty wind in a corridor.', 'Train creating odd noises.']]"
66,Creaking_and_squeaking_of_old_headsets.wav,caption_1,a person performing a delicate engineering task including operation of a winding mechanism.,"[['Delicate engineering task being performed.', 'Working with a winding mechanism.', 'Tightening a ratchet on a machine.'], ['Plastic package opening and stapling.', 'Accidental item snapping.', 'Using a stapler and opening a package.']]"
67,Rain_inside_of_a_Car.wav,caption_1,it is raining and hailing on the roof top.,"[['Rain and hail on a rooftop.', 'Steady rain hitting a metal roof.', 'Increasing rain intensity on a surface.'], ['Precipitation on a rooftop.', 'Rain impacting a metallic surface.', 'Loud rain on a can.']]"
68,Crows_chattering.wav,caption_1,a bird squeaks rapidly while another bird in the background gradually does the same.,"[['Birds communicating with background sounds.', 'Various bird noises and background ambience.', 'Avian interaction with environmental audio.'], ['Birds chirping and singing with other birds.', 'Different bird species vocalizing.', 'Multiple bird sounds and interactions.']]"
69,Noise_Monster_7.wav,caption_1,"animals are roaring, growling and snoring repeatedly with some sound effects applied to the noises.","[['Animal sounds with applied effects.', 'Echoing mechanical noises.', 'Beast snarling and roaring.'], ['Roaring and growling animals with effects.', 'Mechanical sounds with echo.', 'Loud creature snarls and roars.']]"
70,klotsend_ad_veerpont_ii.wav,caption_1,bubbles float to the surface of the water as someone plays in the sink.,"[['Bubbles floating in water while playing.', 'Sink activity with floating bubbles.', 'Water play in a sink.'], ['Dishwashing with bubbles and sinking bottles.', 'Cleaning dishes and sinking bottles.', 'Washing dishes with floating bubbles.']]"
71,landschap3.wav,caption_1,a person is jogging closer and exhaling with exertion.,"[['Person jogging and exhaling outdoors.', 'Birds chirping in a quiet setting.', 'Light bird sounds with sea breeze.'], ['Jogger breathing heavily outside.', 'Gentle bird noises in calm ambiance.', 'Chirping against peaceful breeze.']]"
72,Summer_Ambiance_.wav,caption_1,a few birds chirping during an ominous breezing wind.,"[['Birds chirping amidst strong wind.', 'Wind and bird sounds in the atmosphere.', 'Nature with mixed weather sounds.'], ['Birds tweeting during a windy day.', 'Various birds and wind in the background.', 'Bird calls and gusty wind sounds.']]"
73,lakeside_birds_2.wav,caption_1,a river runs in the background while multiple birds makes noises.,"[['Birds and river sounds in nature.', 'Birds chirping with water flowing.', 'Nature ambiance with birds and river.'], ['Various animal sounds near a river.', 'Natural habitat with animal noises.', 'Wildlife vocalizations by a river.']]"
74,"Shopping_Mall,_ambience.wav",caption_1,as everyone laughed and talked dishes and silverware were pinging.,"[['People talking and laughing with dishes clattering.', 'Conversations amidst kitchen sounds.', 'Social gathering with utensil noises.'], ['Machinery noises overpowering human conversation.', 'Metallic sounds with faint human discussions.', 'Industrial ambiance with human voices.']]"
75,rbh_train_freight_by.wav,caption_1,a approaching train arrives and then without stopping passes by.,"[['Approaching train passing by.', 'Train rumbling past.', 'Locomotive movement.'], ['Wheels clicking on train tracks.', 'Speeding train on tracks.', 'Quick train passing.']]"
76,Static_buzz__Jet_Take-off.wav,caption_1,a car tire is losing its air throughout.,"[['Car tire deflating.', 'Shower running without a person.', 'Unoccupied shower and tire issue.'], ['Tire losing air constantly.', 'Water running in an empty shower.', 'Air escaping from a car tire and unattended shower.']]"
77,squeaky_metal_swing.wav,caption_1,a creaky door slowly revolving back and forth.,"[['Creaky door or swing moving.', 'Loud creaking noise from movement.', 'Back and forth creaking sound.'], ['Door or swing creaking.', 'Creaking sound from an object.', 'Noise from a moving object.']]"
78,feed_back.wav,caption_1,a high screeching tune is playing is with varying pitches.,"[['High-pitched screeching tune.', 'Electronic device feedback.', 'Whistle and object collisions.'], ['Varying pitch screech.', 'Ringing electronic sound.', 'Whistle and nearby impacts.']]"
79,Ferry_II.wav,caption_1,a machine is constantly running as people are talking in the back.,"[['Machine running with background conversation.', 'People talking amidst background noise.', 'Ambient human voices.'], ['Machine operating with people speaking.', 'Crowd of people conversing.', 'Conversations with low roar.']]"
80,Plastic_Scraping_On_Wood_Floor.wav,caption_1,birds or small animals are rustling around in outdoors.,"[['Outdoor sounds of animals or water.', 'Nature ambience with possible animal presence.', 'Distant bird chirping.'], ['Forest movement at night.', 'Soft material squishing among insects.', 'Water gurgling from a crimped hose.']]"
81,Footdrags_Dirt.wav,caption_1,a person is hiking on a dirt terrain.,"[['Person hiking on uneven ground.', 'Walking on gravelly terrain.', 'Leisurely stroll on dirt.'], ['Footsteps on dirt and gravel.', 'Walking at a relaxed pace.', 'Strolling on a dirt path.']]"
82,Toy_Car.wav,caption_1,a mechanical whirring resonates with brief pauses of silence.,"[['Mechanical whirring with intermittent silences.', 'Scratchy scraping sounds repeating.', 'Playing gear whizzing on a surface.'], ['Intermittent mechanical noises.', 'Recurring scraping on a surface.', 'Game equipment moving across the surface.']]"
83,Gas_Oven.wav,caption_1,a person adjusting a gas flame and tinkering in the background.,"[['Adjusting a gas flame and tinkering.', 'Gas torch ignition and background noise.', 'Gas flame manipulation.'], ['Person working with a gas flame.', 'Igniting a gas torch.', 'Gas canister ignition.']]"
84,gym_machine.wav,caption_1,a machine motor runs at varying frequencies while paper or something thin passes through.,"[['Machine motor running with paper passing through.', 'Rhythmic footsteps on a treadmill.', 'Jogging on a treadmill in silence.'], ['Operating a machine with varying frequencies.', 'Footfalls on a treadmill at a good pace.', 'Running on a treadmill in regular time.']]"
85,Hand-held_shower_head_handling_.wav,caption_1,a person using a hard object to tap and scrape glasses.,"[['Tapping and scraping objects with a hard material.', 'Various hard objects striking each other.', 'Using hard objects for creating sound.'], ['Hard objects interacting in diverse manners.', 'Creating sound with hard object interactions.', 'Tapping and filing objects with a hard material.']]"
86,MrM_OldAutoFocus_Nikon2020.wav,caption_1,an buzzing ratchet is set in place of its harness as the jack in the box jumps out.,"[['Buzzing ratchet and jack in the box sounds.', 'Clicking and static noises with buzzing electricity.', 'Device buttons being pressed with buzzing rotors.'], ['Ratchet and toy noises with buzzing.', 'Various clicking and buzzing sounds.', 'Button pressing and rotor buzzing.']]"
87,Interior_Plane_Taking_Off.wav,caption_1,"a fan is blowing indoors, while a mother and child are playing outdoors.","[['Fan blowing indoors and outdoor play.', 'Indoor cooling with background communication.', 'Wind movement and people conversing.'], ['Mother and child playing with indoor fan.', 'Interaction outdoors with indoor cooling.', 'Outdoor play and indoor air circulation.']]"
88,WILDTRACK_Mixed_woodland_in_Minnesota_USA.wav,caption_1,"a bird has been squawking continuously, and then the other birds whistle.","[['Various birds communicating with each other.', 'Birds vocalizing and interacting.', 'Feathered creatures making sounds.'], ['Different birds singing together.', 'Multiple bird species in a chorus.', 'Birds creating a melody.']]"
89,Static_sputtering_noises_1.wav,caption_1,a static with a high pitch coming from a television.,"[['Television static and high pitch.', 'Radio tuning and static.', 'Electronic sound disruption.'], ['High-pitched TV static.', 'Searching for a radio station.', 'Noise interference in electronics.']]"
90,Ketchup_Farts_#2.wav,caption_1,a liquid is completely squeezed out of a tube.,"[['Squeezing liquid out of a container.', 'Emptying a tube of its contents.', 'Releasing contents from a bottle.'], ['Extracting substance from a tube.', 'Depleting a container of liquid.', 'Dispensing material from a bottle.']]"
91,Serving_Water_Slowly.wav,caption_1,a glass is placed on a hard surface and liquid is poured into it.,"[['Pouring liquid into a glass.', 'Filling a glass.', 'Pouring a beverage.'], ['Placing and filling a glass.', 'Filling a container with liquid.', 'Pouring liquid on hard surface.']]"
92,LittleChild_WoodenFloorFootsteps_01.wav,caption_1,a hammer is pounding quickly then slows down towards the end.,"[['Rapid hammering followed by slow pounding.', 'Arrhythmic pounding on a wooden surface.', 'Heavy rhythmic steps transitioning to walking.'], ['Fast hammer strikes slowing down.', 'Irregular banging against wood.', 'Dance steps turning into walking on wood.']]"
93,MagnusSmallElectrWindOrgan.wav,caption_1,a person playing a harmonica varies between different pitches.,"[['Playing a harmonica with pitch variations.', 'Accordion producing high and low tones.', 'Musical instrument creating notes.'], ['Harmonica performance with diverse pitches.', 'Different tones on an accordion.', 'Notes rising and descending on an instrument.']]"
94,Metal_Workshop_3.wav,caption_1,a drill is being used and then a piece of metal clatters to the ground.,"[['Drill in use and metal clattering.', 'Automotive shop work and machinery sounds.', 'Machinery and metalwork in progress.'], ['Drilling activity and metal falling.', 'Employees working with automotive parts.', 'Sander and machinery operating in the background.']]"
95,"Ninos_y_monitores_en_el_comedor,_catalan_castellano.wav",caption_1,a family is speaking to each other while dishes are clanging in the background and a chair is moved.,"[['Family talking with kitchen noises.', 'Conversation during a meal.', 'Dinner table discussions.'], ['People chatting with dish clanging.', 'Family interaction with background sounds.', 'Vocal exchanges amidst meal preparation.']]"
96,Plane_Edge540_Hannes_Arch.wav,caption_1,"a plane flies by, and people politely clap.","[['People clapping for a flying plane.', 'Applause during a plane flyby.', 'Aircraft and human applause.'], ['People applauding as an airplane passes.', 'Cheering for a plane that flies by.', 'Airplane flyby and clapping.']]"
97,practice.wav,caption_1,a breath heavy with a sigh accompanies a crackling fire.,"[['Heavy breathing and crackling fire sounds.', 'Sigh and active fire ambiance.', 'A person breathing near a campfire.'], ['Breathing and fire noises in the dark.', 'Fire and heavy breath atmosphere.', 'Person near fire with a tool.']]"
98,treefrogs.wav,caption_1,a machine is turning back and forth continuously.,"[['Machinery in motion.', 'Sanding equipment in operation.', 'Street sweeper-like sounds.'], ['Continuous machine movement.', 'Two sanders working.', 'Train engine steam release.']]"
